artists,albums,genre,release_date,ratings
Various Artist,Diggin in the Carts: A Collection of Pioneering Japanese Video Game Music,[],2017-12-16,7.5
Wyclef Jean,Wyclef Jean Inspired By...,['Rap'],2017-12-16,5.0
BROCKHAMPTON,Saturation III,['Rap'],2017-12-15,7.5
Fela Kuti,Fela Kuti Box Set #4 ,['Global'],2017-12-15,8.5
Tee Grizzley,Bloodas,['Rap'],2017-12-15,7.4
Ahnnu,Special Forces,['Experimental'],2017-12-15,7.6
Jim James,Tribute to 2,['Rock'],2017-12-14,6.2
Total Control,Laughing at the System EP,['Rock'],2017-12-14,8.0
Mike Dunn,My House From All Angles ,['Electronic'],2017-12-14,6.0
Roy Wood$,Say Less,['Pop/R&B'],2017-12-14,6.3
Big Sean,Double or Nothing,['Rap'],2017-12-13,5.4
Statik Selektah,8,['Rap'],2017-12-13,5.9
G Perico,2 Tha Left,['Rap'],2017-12-13,7.7
Makaya McCraven,Highly Rare,['Jazz'],2017-12-13,7.6
Various Artist,"Quality Control: Control the Streets, Vol. 1",[],2017-12-12,7.9
Thurston Moore,Improvisations ,['Rock'],2017-12-12,5.6
Lil Baby,Too Hard,['Rap'],2017-12-12,6.4
Palta,Universel,['Experimental'],2017-12-12,7.3
Chief Keef,Dedication,['Rap'],2017-12-11,7.4
Chris Stapleton,From A Room: Volume 1,['Folk/Country'],2017-12-11,7.6
Various Artist,Habibi Funk: An Eclectic Selection of Music From the Arab World,[],2017-12-11,7.6
Ceramic TL,Perfect Lung,['Electronic'],2017-12-11,7.3
Mariah Carey,Daydream,['Pop/R&B'],2017-12-10,7.9
Visible Cloaks,Lex,['Electronic'],2017-12-09,7.1
Hypnotic Brass Ensemble ,Book of Sound,['Electronic'],2017-12-09,7.0
Belle and Sebastian,"How to Solve Our Human Problems, Pt. 1",['Rock'],2017-12-08,6.9
Pender Street Steppers,Pender Street Steppers,[],2017-12-08,7.2
K. Michelle,KIMBERLY: The People I Used to Know,['Pop/R&B'],2017-12-08,7.0
Loke Rahbek & Frederik Valentin,Buy Corals Online,['Experimental'],2017-12-08,7.2
“Weird Al” Yankovic,Squeeze Box: The Complete Works of “Weird Al” Yankovic,['Rock'],2017-12-07,8.2
Mick Jenkins,Or More; the Anxious,['Rap'],2017-12-07,6.7
Morbid Angel,Kingdoms Disdained,['Metal'],2017-12-07,7.3
PnB Rock,Catch These Vibes,['Rap'],2017-12-07,6.5
Wilco,A.M.,['Rock'],2017-12-06,7.0
Hopsin,No Shame,['Rap'],2017-12-06,3.5
Glassjaw,Material Control,['Rock'],2017-12-06,6.6
Nabihah Iqbal,Weighing of the Heart,"['Pop/R&B', 'Rock']",2017-12-06,7.7
Neil Young,The Visitor,['Rock'],2017-12-05,6.7
Minnie Riperton,Perfect Angel,['Pop/R&B'],2017-12-05,9.0
Sia,Everyday Is Christmas,['Pop/R&B'],2017-12-05,5.8
Zaytoven,Zaytown Sorority Vol. 2,['Rap'],2017-12-05,6.2
U2,Songs of Experience,['Rock'],2017-12-04,5.3
Godflesh,Post Self,['Metal'],2017-12-04,8.1
blackbear,cybersex,['Rap'],2017-12-04,4.1
Expander,Endless Computer,['Metal'],2017-12-04,7.8
Lou Reed,Metal Machine Music,['Rock'],2017-12-03,8.7
Metallica,Master of Puppets,['Metal'],2017-12-02,10.0
T-Pain,Oblivion,['Rap'],2017-12-02,6.7
Fabolous, Friday on Elm Street ,['Rap'],2017-12-02,6.0
Krallice,Loüm,['Metal'],2017-12-02,7.6
Miguel,War & Leisure,['Pop/R&B'],2017-12-01,8.1
INXS,Kick,['Rock'],2017-12-01,8.4
King Gizzard & The Lizard Wizard,Polygondwanaland,['Rock'],2017-12-01,7.2
Various Artist,Call Me By Your Name (Original Motion Picture Soundtrack),[],2017-12-01,7.6
NxWorries,Yes Lawd! Remixes,['Pop/R&B'],2017-11-30,7.4
Equiknoxx  ,Colón Man,['Electronic'],2017-11-30,8.1
Prurient,Rainbow Mirror,['Experimental'],2017-11-30,6.2
Lil Wop,Wopavelli 3 ,['Rap'],2017-11-30,6.8
Sufjan Stevens,The Greatest Gift,['Folk/Country'],2017-11-29,7.2
Tove Lo,Blue Lips,['Pop/R&B'],2017-11-29,7.1
Sam Gendel,4444,['Jazz'],2017-11-29,7.0
Terekke,Plant Age,['Electronic'],2017-11-29,7.9
Noel Gallagher's High Flying Birds,Who Built the Moon?,['Rock'],2017-11-28,7.1
Mach-Hommy,Fete Des Morts AKA Dia De Los Muertos,['Rap'],2017-11-28,7.9
HARAM,"بس ربحت, خسرت “When You Have Won, You Have Lost”",['Rock'],2017-11-28,8.0
Peter Matthew Bauer,Mount Qaf (Divine Love),['Rock'],2017-11-28,7.0
Björk,Utopia,"['Electronic', 'Pop/R&B']",2017-11-27,8.4
Fits,All Belief Is Paradise,['Rock'],2017-11-27,7.3
CyHi the Prynce ,No Dope on Sundays,['Rap'],2017-11-27,6.8
OCS,Memory of a Cut Off Head,['Rock'],2017-11-27,6.5
Bronski Beat,The Age of Consent,"['Electronic', 'Rock']",2017-11-26,7.2
Talib Kweli,Radio Silence,['Rap'],2017-11-25,6.7
Sharon Jones and the Dap-Kings,Soul of a Woman,['Pop/R&B'],2017-11-24,8.0
The Fall,The Fall - Singles 1978-2016,['Rock'],2017-11-22,8.4
Tim Heidecker,Too Dumb For Suicide: Tim Heidecker’s Trump Songs,['Folk/Country'],2017-11-22,6.9
Cam'ron,The Program,['Rap'],2017-11-22,5.5
Morrissey,Low in High School,['Rock'],2017-11-21,5.7
Jaden Smith,SYRE,['Rap'],2017-11-21,5.1
Bill Brewster,Bill Brewster Presents Tribal Rites,[],2017-11-21,7.8
Qasim Naqvi,FILM,['Experimental'],2017-11-21,7.7
Baths,Romaplasm,['Electronic'],2017-11-20,7.9
Bitchin Bajas,Bajas Fresh,['Experimental'],2017-11-20,8.0
Young Jesus,S/T,['Rock'],2017-11-20,7.8
Coupler,Gifts From the Ebb Tide,['Electronic'],2017-11-20,7.1
Willie Nelson,Red Headed Stranger,['Rock'],2017-11-19,9.3
The 6ths,Wasps’ Nests,['Rock'],2017-11-18,8.5
Contributors,Contributors,['Rock'],2017-11-18,7.3
Posse,Horse Blanket,['Rock'],2017-11-18,7.6
Petra Glynt,This Trip,['Electronic'],2017-11-18,7.8
Charlotte Gainsbourg,Rest,['Pop/R&B'],2017-11-17,8.7
Gord Downie,Introduce Yerself,['Rock'],2017-11-17,7.4
Silvia Kastel,Air Lows,['Electronic'],2017-11-17,7.0
Caracara,Summer Megalith,['Rock'],2017-11-17,7.7
Mavis Staples,If All I Was Was Black,['Pop/R&B'],2017-11-16,7.6
The Body & Full of Hell,Ascending a Mountain of Heavy Light,['Metal'],2017-11-16,7.8
Martin Carr,New Shapes of Life,['Rock'],2017-11-16,7.4
Why Khaliq,The Mustard Seed,['Rap'],2017-11-16,7.8
Wiz Khalifa,"Laugh Now, Fly Later",['Rap'],2017-11-15,5.2
Hiroshi Yoshimura,Music for Nine Postcards,['Electronic'],2017-11-15,8.5
Gun Outfit,Out of Range,['Rock'],2017-11-15,7.1
Quicksand,Interiors,['Rock'],2017-11-15,6.4
R.E.M.,Automatic for the People,['Rock'],2017-11-14,9.3
Golden Teacher,No Luscious Life,['Experimental'],2017-11-14,6.9
"Slaughter Beach, Dog",Birdie,[],2017-11-14,6.8
Champion,Snapshot,['Electronic'],2017-11-14,6.8
Taylor Swift,Reputation,['Pop/R&B'],2017-11-13,6.5
Kamaiyah,Before I Wake,['Rap'],2017-11-13,7.7
Lee Gamble,Mnestic Pressure,['Electronic'],2017-11-13,7.0
Armand Hammer,ROME,['Rap'],2017-11-13,8.1
Nico,Chelsea Girl,"['Experimental', 'Rock']",2017-11-12,8.9
Yung Lean,Stranger,['Rap'],2017-11-11,6.8
U-Men,U-Men,['Rock'],2017-11-11,8.2
M.E.S.H.,Hesaitix,['Electronic'],2017-11-11,7.6
Bed Wettin' Bad Boys,Rot,[],2017-11-11,7.3
Angel Olsen,Phases,['Rock'],2017-11-10,7.9
Call Super,Arpo,['Electronic'],2017-11-10,8.0
Pharoah Sanders,Tauhid,['Jazz'],2017-11-10,8.2
Rabit,Les Fleurs Du Mal,['Electronic'],2017-11-10,7.6
Sleigh Bells,Kid Kruschev,['Pop/R&B'],2017-11-09,6.4
Willow,The 1st,['Pop/R&B'],2017-11-09,6.7
Kllo,Backwater,['Electronic'],2017-11-09,6.3
Curls,Vante EP,['Rock'],2017-11-09,6.6
Maroon 5,Red Pill Blues,['Rock'],2017-11-08,4.8
Zazou/Bikaye/CY1,Noir et Blanc,['Electronic'],2017-11-08,8.2
Peter Oren,Anthropocene,['Folk/Country'],2017-11-08,7.1
James Holden,The Animal Spirits,['Electronic'],2017-11-08,7.4
Sam Smith,The Thrill of It All ,['Pop/R&B'],2017-11-07,5.8
Yaeji,EP2,['Electronic'],2017-11-07,8.1
SASSY 009  ,Do You Mind EP,['Pop/R&B'],2017-11-07,6.2
DJ Seinfeld,Time Spent Away From U,['Electronic'],2017-11-07,6.9
Hüsker Dü,Savage Young Dü,['Rock'],2017-11-06,9.0
Daniele Luppi,MILANO,"['Experimental', 'Rock']",2017-11-06,7.5
Jonti,Tokorats,['Electronic'],2017-11-06,5.0
Helena Hauff,"Have You Been There, Have You Seen It EP",['Electronic'],2017-11-06,7.8
Sarah McLachlan,Fumbling Towards Ecstasy,['Rock'],2017-11-05,8.2
Bibio,Phantom Brickworks,['Electronic'],2017-11-04,8.2
Bob Dylan,Trouble No More: The Bootleg Series Vol. 13 / 1979-1981,['Rock'],2017-11-04,8.1
Gunn-Truscinski Duo,Bay Head,['Experimental'],2017-11-04,7.5
Alexis Georgopoulos,Fragments of a Season,['Experimental'],2017-11-04,6.8
21 Savage,Without Warning,['Rap'],2017-11-03,8.0
Shamir,Revelations,['Pop/R&B'],2017-11-03,5.9
Errorsmith ,Superlative Fatigue,['Electronic'],2017-11-03,7.9
Trupa Trupa,Jolly New Songs,['Rock'],2017-11-03,6.7
Converge,The Dusk in Us,['Metal'],2017-11-02,8.2
Grandaddy,Under the Western Freeway,['Rock'],2017-11-02,8.1
Yo Gotti,I Still Am,['Rap'],2017-11-02,6.1
Visionist,Value,['Electronic'],2017-11-02,7.0
Ty Dolla $ign,Beach House 3,['Rap'],2017-11-01,7.8
Kyle Dixon,Stranger Things 2 (A Netflix Original Series Soundtrack),['Electronic'],2017-11-01,7.2
Majid Jordan,The Space Between,['Pop/R&B'],2017-11-01,7.4
Odonis Odonis,No Pop,['Rock'],2017-11-01,8.1
Misfits,Walk Among Us,['Metal'],2017-10-31,9.4
Misfits,Static Age,['Metal'],2017-10-31,8.8
Danzig,Danzig,['Metal'],2017-10-31,8.5
Danzig,Danzig III: How the Gods Kill,['Metal'],2017-10-31,8.7
Fever Ray,Plunge,['Electronic'],2017-10-30,8.7
Big K.R.I.T.,4eva Is a Mighty Long Time,['Rap'],2017-10-30,7.3
Wild Beasts,Punk Drunk and Trembling EP,['Rock'],2017-10-30,7.0
Bell Witch,Mirror Reaper,['Metal'],2017-10-30,8.0
Margo Price,All American Made,['Folk/Country'],2017-10-30,7.6
Yo La Tengo,I Can Hear the Heart Beating as One,['Rock'],2017-10-29,9.7
John Maus,Screen Memories,"['Experimental', 'Rock']",2017-10-28,8.0
Daphni,Joli Mai,['Electronic'],2017-10-28,6.8
Young Dolph,Thinking Out Loud,['Rap'],2017-10-28,7.4
Brent Faiyaz  ,Sonder Son,['Pop/R&B'],2017-10-28,6.1
Julien Baker,Turn Out the Lights,['Rock'],2017-10-27,8.6
Nai Palm,Needle Paw,[],2017-10-27,8.0
Colleen,"A flame my love, a frequency",['Electronic'],2017-10-27,7.8
Radiator Hospital,Play the Songs You Like,['Rock'],2017-10-27,6.0
Weezer,Pacific Daydream,['Rock'],2017-10-26,4.3
George Michael,Listen Without Prejudice Vol. 1,['Pop/R&B'],2017-10-26,8.8
Honey Dijon ,The Best of Both Worlds,['Electronic'],2017-10-26,7.5
William Patrick Corgan,Ogilala,['Rock'],2017-10-26,5.7
Jackie Shane,Any Other Way,['Pop/R&B'],2017-10-25,8.5
Lindstrøm,It’s Alright Between Us as It Is,['Electronic'],2017-10-25,6.5
CCFX,CCFX EP,['Experimental'],2017-10-25,7.5
Various Artist,Tokyo Flashback,[],2017-10-25,8.3
Future,Super Slimey,['Rap'],2017-10-24,7.1
Bully,Losing,['Rock'],2017-10-24,7.2
The Front Bottoms,Going Grey,['Rock'],2017-10-24,5.8
Exhumed,Death Revenge,['Metal'],2017-10-24,6.9
Jessie Ware,Glasshouse,['Pop/R&B'],2017-10-23,8.0
John Carpenter,Anthology: Movie Themes 1974-1998,['Experimental'],2017-10-23,8.0
William Eggleston,Musik,['Experimental'],2017-10-23,6.4
Makthaverskan,III,['Rock'],2017-10-23,7.6
A. Savage,Thawing Dawn,['Rock'],2017-10-23,7.2
The Smiths,The Queen is Dead,['Rock'],2017-10-22,10.0
Wu-Tang,The Saga Continues,[],2017-10-21,4.5
Juju & Jordash,Sis-boom-bah!,['Electronic'],2017-10-21,7.5
Christian Scott aTunde Adjuah,Ruler Rebel,['Jazz'],2017-10-21,7.6
Nazoranai,"Beginning to Fall in Line Before Me, So Decorously, the Nature of All That Must Be Transformed",['Experimental'],2017-10-21,7.9
Destroyer,ken,['Rock'],2017-10-20,7.9
Circuit Des Yeux,Reaching for Indigo,['Rock'],2017-10-20,8.2
The Jam,In the City,['Rock'],2017-10-20,8.5
G Herbo,Humble Beast,['Rap'],2017-10-20,7.8
Gucci Mane,Mr. Davis,['Rap'],2017-10-19,7.4
Tegan and Sara,The Con X: Covers,['Rock'],2017-10-19,6.5
D.K. / S.K.,D.K. / S.K. EP,['Electronic'],2017-10-19,6.7
Citizen,As You Please,['Rock'],2017-10-19,6.5
dvsn,Morning After,['Pop/R&B'],2017-10-18,7.6
Giggs,Wamp 2 Dem,['Rap'],2017-10-18,7.5
Byron Westbrook,Body Consonance,['Experimental'],2017-10-18,7.7
YoungBoy Never Broke Again,Ain’t Too Long,['Rap'],2017-10-18,7.4
Beck,Colors,['Rock'],2017-10-17,6.3
Stars,There Is No Love in Fluorescent Light,"['Electronic', 'Rock']",2017-10-17,7.2
Abra,Rose,['Pop/R&B'],2017-10-17,6.6
TOKiMONSTA,Lune Rouge,['Electronic'],2017-10-17,6.8
St. Vincent,Masseduction,['Rock'],2017-10-16,7.6
Trippie Redd,A Love Letter to You 2,['Rap'],2017-10-16,6.4
King Khan,Murderburgers,['Rock'],2017-10-16,6.4
Sun Ra and His Arkestra,The Magic City,['Jazz'],2017-10-16,8.5
Brian Eno,Wrong Way Up,"['Experimental', 'Rock']",2017-10-15,8.7
Cults,Offering,['Rock'],2017-10-14,6.6
Levon Vincent,For Paris,['Electronic'],2017-10-14,7.7
Richard Horowitz,Eros in Arabia,['Experimental'],2017-10-14,7.8
NHK yx koyxen,Exit Entrance,['Electronic'],2017-10-14,7.4
King Krule,The OOZ,['Rock'],2017-10-13,9.0
Weaves,Wide Open,['Rock'],2017-10-13,7.2
Fatima Al Qadiri,Shaneera EP,['Electronic'],2017-10-13,7.6
Melkbelly,Nothing Valley ,['Rock'],2017-10-13,7.5
Courtney Barnett,Lotta Sea Lice,['Rock'],2017-10-12,7.6
The Darkness,Pinewood Smile,"['Metal', 'Rock']",2017-10-12,4.8
Blue Hawaii,Tenderness,['Electronic'],2017-10-12,7.2
Lil Pump,Lil Pump,['Rap'],2017-10-12,6.9
Wolf Parade,Cry Cry Cry,['Rock'],2017-10-11,6.7
Torres,Three Futures,['Rock'],2017-10-11,8.0
Marilyn Manson,Heaven Upside Down,['Metal'],2017-10-11,5.9
Smokepurpp,DEADSTAR,['Rap'],2017-10-11,6.2
Tom Petty,Damn the Torpedoes,['Rock'],2017-10-10,9.2
Tom Petty,Full Moon Fever,['Rock'],2017-10-10,8.1
Tom Petty,Tom Petty and the Heartbreakers,['Rock'],2017-10-10,7.0
Tom Petty,Wildflowers,['Rock'],2017-10-10,8.8
The Replacements,For Sale: Live at Maxwell’s 1986,['Rock'],2017-10-09,8.7
The Weather Station,The Weather Station ,['Folk/Country'],2017-10-09,8.0
Kele Okereke,Fatherland,['Rock'],2017-10-09,6.5
Alex Lahey,I Love You Like a Brother,['Rock'],2017-10-09,7.6
Special Request,Belief System,['Electronic'],2017-10-09,6.4
Wyclef Jean,The Carnival,['Rap'],2017-10-08,8.0
Common,Electric Circus,['Rap'],2017-10-07,8.4
Standing on the Corner,Red Burns,['Experimental'],2017-10-07,8.0
Cécile McLorin Salvant,Dreams and Daggers,['Jazz'],2017-10-07,7.6
Ziúr,U Feel Anything?,['Electronic'],2017-10-07,7.1
Kelela,Take Me Apart,['Pop/R&B'],2017-10-06,8.6
Kaitlyn Aurelia Smith,The Kid,['Experimental'],2017-10-06,8.1
Deradoorian,Eternal Recurrence,['Experimental'],2017-10-06,7.4
Various Artist,Josie and the Pussycats—Music from the Motion Picture,[],2017-10-06,7.5
Liam Gallagher,As You Were,['Rock'],2017-10-05,4.9
A Boogie Wit Da Hoodie,The Bigger Artist,['Rap'],2017-10-05,7.0
Jhené Aiko,Trip,['Pop/R&B'],2017-10-05,6.7
Omni,Multi-task,['Rock'],2017-10-05,7.2
Ibeyi,Ash,['Global'],2017-10-04,8.3
Demi Lovato,Tell Me You Love Me,['Pop/R&B'],2017-10-04,7.2
Iglooghost,Neō Wax Bloom,['Electronic'],2017-10-04,7.3
Jon Hassell,Dream Theory in Malaya: Fourth World Volume Two,['Experimental'],2017-10-04,8.4
Four Tet,New Energy,['Electronic'],2017-10-03,8.0
Chelsea Wolfe,Hiss Spun,['Rock'],2017-10-03,7.2
Galcher Lustwerk,Dark Bliss,['Electronic'],2017-10-03,7.6
Acephalix,Decreation,['Metal'],2017-10-03,7.4
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Always Foreign,['Rock'],2017-10-02,8.0
Wolf Alice,Visions of a Life,['Rock'],2017-10-02,7.0
Protomartyr,Relatives in Descent,['Rock'],2017-10-02,6.9
Florist,If Blue Could Be Happiness,['Folk/Country'],2017-10-02,7.7
Klein,Tommy EP ,['Experimental'],2017-10-02,7.6
DJ Jazzy Jeff & The Fresh Prince,"He’s the DJ, I’m the Rapper",['Rap'],2017-10-01,7.2
Shania Twain,Now,['Folk/Country'],2017-09-30,6.6
Lone,DJ-Kicks,['Electronic'],2017-09-30,7.6
God Mother,Vilseledd,['Metal'],2017-09-30,6.4
Valee,VTM,['Rap'],2017-09-30,7.3
Miley Cyrus,Younger Now ,['Pop/R&B'],2017-09-29,4.7
Ben Frost,The Centre Cannot Hold ,"['Electronic', 'Experimental']",2017-09-29,7.8
Amadou & Mariam,La Confusion,['Global'],2017-09-29,7.7
Knox Fortune,Paradise,['Pop/R&B'],2017-09-29,7.1
Kamasi Washington,Harmony of Difference EP,['Jazz'],2017-09-28,8.5
Kevin Gates,By Any Means 2,['Rap'],2017-09-28,7.5
L’Rain,L’Rain ,['Experimental'],2017-09-28,6.8
Chain and the Gang,Experimental Music,['Rock'],2017-09-28,7.7
Moses Sumney,Aromanticism,['Pop/R&B'],2017-09-27,8.6
The Horrors,V,['Rock'],2017-09-27,7.1
Van Morrison,Roll With the Punches,['Rock'],2017-09-27,6.4
Wand,Plum,['Rock'],2017-09-27,7.9
Macklemore,Gemini,['Rap'],2017-09-26,5.4
Young Thug,Young Martha EP,"['Rap', 'Electronic']",2017-09-26,7.2
Wolves in the Throne Room,Thrice Woven,['Metal'],2017-09-26,5.2
Laraaji,Sun Gong ,['Experimental'],2017-09-26,7.3
Mastodon,Cold Dark Place EP,['Metal'],2017-09-25,7.0
Midland,Fabriclive 94 ,['Electronic'],2017-09-25,8.0
DJ Python ,Dulce Compañia ,['Electronic'],2017-09-25,7.6
Isaac Hayes,The Spirit of Memphis (1962-1976),['Pop/R&B'],2017-09-25,8.6
Shannon Lay ,Living Water,['Folk/Country'],2017-09-25,7.8
Elastica,Elastica,['Rock'],2017-09-24,8.5
The Rolling Stones,Their Satanic Majesties Request,['Rock'],2017-09-23,7.8
Metz,Strange Peace,['Rock'],2017-09-23,7.6
Phoebe Bridgers,Stranger in the Alps,['Folk/Country'],2017-09-23,7.0
Yves Tumor,Experiencing the Deposit of Faith,['Experimental'],2017-09-23,7.8
The Killers,Wonderful Wonderful,['Rock'],2017-09-22,6.3
The Clientele,Music for the Age of Miracles,['Rock'],2017-09-22,6.7
Linda Perhacs,I’m a Harmony,['Folk/Country'],2017-09-22,7.0
Acetone,1992-2001,['Rock'],2017-09-22,8.0
Godspeed You! Black Emperor,Luciferian Towers,"['Rock', 'Experimental']",2017-09-21,7.3
Hiss Golden Messenger,Hallelujah Anyhow,['Folk/Country'],2017-09-21,7.9
The Blow,Brand New Abyss,['Pop/R&B'],2017-09-21,5.8
Koran Streets,You.Know.I.Got.It (The Album),['Rap'],2017-09-21,7.8
Cut Copy,Haiku From Zero,['Rock'],2017-09-20,6.3
Tricky,ununiform,['Electronic'],2017-09-20,5.1
Chad VanGaalen,Light Information,['Rock'],2017-09-20,7.4
Lee Ranaldo,Electric Trim ,"['Experimental', 'Rock']",2017-09-20,6.5
Prophets of Rage,Prophets of Rage,['Rock'],2017-09-19,4.6
Open Mike Eagle,Brick Body Kids Still Daydream,['Rap'],2017-09-19,8.1
Corbin,Mourn,['Pop/R&B'],2017-09-19,6.8
Hope Sandoval & the Warm Inventions,Son of a Lady EP,['Rock'],2017-09-19,6.9
Foo Fighters,Concrete and Gold ,['Rock'],2017-09-18,6.5
Buy Muy Drugs,Buy Muy Drugs,['Rap'],2017-09-18,6.8
Marius,Existence Problem EP,['Electronic'],2017-09-18,7.1
Nosaj Thing,Parallels,['Electronic'],2017-09-18,6.4
Deftones,White Pony,"['Metal', 'Rock']",2017-09-17,8.4
Rostam,Half-Light,['Pop/R&B'],2017-09-16,7.2
The Necessaries,Event Horizon,['Experimental'],2017-09-16,8.3
Geinoh Yamashirogumi,Akira (Symphonic Suite),['Experimental'],2017-09-16,8.4
Roscoe Mitchell,Discussions,['Jazz'],2017-09-16,7.8
Galantis,The Aviary,['Electronic'],2017-09-16,6.4
Ariel Pink,Dedicated to Bobby Jameson,['Rock'],2017-09-15,8.2
Angelo Badalamenti,Blue Velvet (Original Motion Picture Soundtrack),['Experimental'],2017-09-15,8.0
Michael McDonald,Wide Open,['Rock'],2017-09-15,5.8
Shenandoah Davis,Souvenirs,['Pop/R&B'],2017-09-15,7.6
Hundred Waters,Communicating,['Electronic'],2017-09-14,7.5
Deer Tick,Deer Tick Vol. 1,['Rock'],2017-09-14,6.6
BIG|BRAVE,Ardor,['Metal'],2017-09-14,7.6
Tony Humphries,Running Back Mastermix,['Electronic'],2017-09-14,7.3
Tori Amos,Native Invader,['Rock'],2017-09-13,7.5
Lunice,CCCLX,['Electronic'],2017-09-13,5.7
Greg Fox,The Gradual Progression,['Experimental'],2017-09-13,7.7
Sparks,Hippopotamus,"['Electronic', 'Experimental', 'Rock']",2017-09-13,7.1
Neil Young,Hitchhiker,['Rock'],2017-09-12,8.4
Princess Nokia,1992 Deluxe,['Rap'],2017-09-12,6.2
Odesza,A Moment Apart,['Electronic'],2017-09-12,5.8
Partner,In Search of Lost Time,['Rock'],2017-09-12,7.5
Mount Kimbie,Love What Survives,['Electronic'],2017-09-11,8.4
Ted Leo,The Hanged Man,['Rock'],2017-09-11,7.7
Death From Above,Outrage! Is Now,['Rock'],2017-09-11,7.3
Lomelda,Thx,['Rock'],2017-09-11,8.0
Pierre Kwenders,"MAKANDA at the End of Space, the Beginning of Time ",['Pop/R&B'],2017-09-11,7.9
King Crimson,Red,['Rock'],2017-09-10,9.0
The Dream Syndicate,How Did I Find Myself Here?,['Rock'],2017-09-09,6.9
Alex Cameron,Forced Witness,['Rock'],2017-09-09,7.8
The Waterboys,Out of All This Blue,['Rock'],2017-09-09,6.3
The National,Sleep Well Beast,['Rock'],2017-09-08,8.0
Fifth Harmony,Fifth Harmony,['Pop/R&B'],2017-09-08,5.3
Deerhoof,Mountain Moves,['Experimental'],2017-09-08,7.7
Maximum Joy,I Can’t Stand It Here on Quiet Nights: Singles 1981-82,['Rock'],2017-09-08,8.4
Alvvays,Antisocialites,['Rock'],2017-09-07,7.3
The Pains of Being Pure at Heart,The Echo of Pleasure,['Rock'],2017-09-07,6.8
Kedr Livanskiy,Ariadna,['Electronic'],2017-09-07,7.4
D33J,Death Valley Oasis,['Electronic'],2017-09-07,6.8
Zola Jesus,Okovi,['Electronic'],2017-09-06,8.3
BROCKHAMPTON,Saturation II,['Rap'],2017-09-06,7.2
David Rawlings,Poor David’s Almanack,['Folk/Country'],2017-09-06,8.0
Tony Allen,The Source,['Global'],2017-09-06,7.7
Various Artist,Twin Peaks (Music From the Limited Event Series) ,[],2017-09-05,7.5
Mogwai,Every Country's Sun,['Rock'],2017-09-05,7.6
Hercules and Love Affair,Omnion,['Electronic'],2017-09-05,7.7
Superchunk,Superchunk,['Rock'],2017-09-05,8.3
Harry Nilsson,Popeye: Original Motion Picture Soundtrack,['Rock'],2017-09-04,8.0
Nelly,Country Grammar ,['Rap'],2017-09-03,8.1
The Verve,Urban Hymns,['Rock'],2017-09-02,8.6
A Giant Dog,Toy,['Rock'],2017-09-02,7.4
Martin Glass,The Pacific Visions of Martin Glass,['Experimental'],2017-09-02,6.4
Greet Death,Dixieland,['Rock'],2017-09-02,7.7
LCD Soundsystem,American Dream,"['Electronic', 'Rock']",2017-09-01,8.5
Deem Spencer,we think we alone EP,['Rap'],2017-09-01,6.5
Nadine Shah,Holiday Destination,['Rock'],2017-09-01,7.6
Tera Melos,Trash Generator,['Rock'],2017-09-01,7.4
XXXTentacion,17,['Rap'],2017-08-31,6.5
A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,['Rap'],2017-08-31,6.0
King Gizzard & The Lizard Wizard,Sketches of Brunswick East,['Rock'],2017-08-31,7.5
Liza Minnelli,Results,['Pop/R&B'],2017-08-31,7.4
Lil Uzi Vert,Luv Is Rage 2,['Rap'],2017-08-30,7.7
Wiki,No Mountains in Manhattan,['Rap'],2017-08-30,8.1
Hype Williams,Rainbow Edition,['Electronic'],2017-08-30,6.4
Bicep,Bicep,['Electronic'],2017-08-30,7.4
Action Bronson,Blue Chips 7000,['Rap'],2017-08-29,7.4
Kodak Black,Project Baby 2,['Rap'],2017-08-29,6.0
Various Artist,Afrobeat Hot Hits: New Urban Dance Grooves From Africa,[],2017-08-29,7.5
Alex Chilton,A Man Called Destruction,['Rock'],2017-08-29,6.7
Queens of the Stone Age,Villains,['Rock'],2017-08-28,6.9
Liars,TFCF,['Rock'],2017-08-28,7.5
Dave East,Paranoia,['Rap'],2017-08-28,7.0
Underworld,Beaucoup Fish,['Electronic'],2017-08-28,7.4
Joe Bataan,Gypsy Woman,['Global'],2017-08-27,8.2
D’Angelo,Brown Sugar,['Pop/R&B'],2017-08-26,9.2
Filthy Friends,Invitation,['Rock'],2017-08-26,6.5
Daniel Caesar,Freudian,['Pop/R&B'],2017-08-26,7.3
B12,Electro-Soma I + II,['Electronic'],2017-08-26,7.7
The War on Drugs,A Deeper Understanding,['Rock'],2017-08-25,8.7
EMA,Exile in the Outer Ring,['Rock'],2017-08-25,8.0
Turnover,Good Nature,['Rock'],2017-08-25,7.3
Joseph Shabason,Aytche,['Jazz'],2017-08-25,7.6
Lil B,Black Ken,['Rap'],2017-08-24,8.5
