artist,album,rating
Narval Orquesta,Aventuras de Otonos Tardios Pequenas Iluminaciones y Laaa Lalala,78
Dolor,5 9. 0,41
Dumbfoundead,Rocket Man,0
Band Ja Naimon!,Mini Ban!,0
Harry Fraud,The Coast,60
Taeyeon,This Christmas - Winter Is Coming,73
A-mei,Story Thief,34
ONUKA,LIVE WITH NAONI ORCHESTRA,75
LNS & DJ Sotofett,Blot,95
YURAGI,Nightlife,90
Unfelled,Beneath Distant Skies,80
Shy Glizzy,Quiet Storm,72
Wordclock,Heralds,76
Zola Jesus,FACT Mix 631,0
Shells,Shells 2,76
Inna,Nirvana,72
Twice,Merry & Happy,54
101,Phatty Acids,60
RAMZi,Peze-Piton,77
Nuutti Kataja & The Unhinged,Eat Your Dad,48
Serengeti,Dust,88
XXXtentacion,A Ghetto Christmas Carol,49
Taemin,Move-ing,72
Cooper Bowman,Six Loops For Gregorian Sweepstakes,0
Sik Kid,Still Lost,0
Spirettes,Spirettes EP,71
Styles P,GHOST KILL,0
Leviathan,The First Sublevel Of Suicide,0
Big Sean & Metro Boomin,Double Or Nothing,56
Belle & Sebastian,How to Solve Our Human Problems (Part 1),73
Tom Rogerson & Brian Eno,Finding Shore,76
Kendrick Lamar,DAMN. COLLECTORS EDITION.,92
Quality Control Music,Control the Streets Volume 1,70
Juicy J,Rubba Band Business,59
Visible Cloaks,Lex,76
Statik Selektah,8,66
QTY,QTY,70
Jim James,Tribute To 2,72
Nicolas Jaar,Sirens (Deluxe Edition),77
Total Control,Laughing At The System,77
Ghost,Ceremony and Devotion,79
Telyscopes,The Hobbyist,75
Coma Cinema,Loss Memory,67
Roy Blair,Cat Heaven,81
Diablo Swing Orchestra,Pacifisticuffs,60
Lil Durk & Tee Grizzley,Bloodas,70
Honningbarna,Voldelig Lyd,72
Boulevards,Hurtown USA,78
Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),61
Walker Hayes,boom.,43
The Palms,Mulholland Dr.,69
Cleric,Retrocausal,76
Luke Bryan,What Makes You Country,63
K. Michelle,KIMBERLY: The People I Used to Know,75
DVS1,Fabric 96,76
KXNG Crooked,Good vs. Evil II: The Red Empire,78
Burnt Friedman,Anthology (1980-2017),78
YOB,The Great Cessation [Reissue],77
Avenged Sevenfold,Live at the GRAMMY Museum,50
KYO,Dans la peau,73
Pale,Pale,71
Molly Brazy,Big Brazy,77
Dan Michaelson & The Coastguards,First Light,74
The Oh Hellos,Notos,70
Blessed,Howlin',50
Mendocci,thru the waves,52
IRA!,Ira! Folk (Ao Vivo em Sao Paulo),70
Anggun,8,61
J.G. Biberkopf,Fountain of Meaning,73
Tie,iCollection: Tie,70
The Atomic Bitchwax,Force Field,68
Charles Hayward & Thurston Moore,Improvisations,58
Cuban Doll,Aaliyah Keef,58
Heathered Pearls,Detroit MI 1997 - 2001,70
MMODE,MMODE,70
Mangoo,The Heat,74
G Perico,2 Tha Left,77
Barbra Streisand,The Music...The Mem'ries...The Magic!,80
Jonny L,Sawtooth,88
Best Life Music,Addicted,0
Alesso,However,0
Various Artists,To The Outside Of Everything - A Story Of UK Post-Punk 1977-1981,0
Niko G4,Roll the Dice 2,0
Atomic Rooster,Sleeping For Years - The Studio Recordings 1970-1974,0
Ellie Goulding,O Holy Night,0
The Caretaker,Take Care It's a Desert Out There,0
Various Artists,I Tonya (Original Motion Picture Soundtrack),0
Moderate Rebels,The Sound of Security,0
Talis E Welinton,Ai Desgramou,0
Spyros Polychronopoulos,Live Electronic Music,0
Jean Derome,Resistances,0
Pabllo Vittar,Vai Passar Mal Remixes,0
Demi The Daredevil,Secret Schizoid,0
Helicon,Helicon,60
Vera,Good Job No Conversation,68
Chris Thile,Thanks for Listening,75
C. Spencer Yeh,The RCA Mark II,80
DPR Live,Her,56
Furnsss,Furnsss,50
Kassem Mosse,Chilazon Gaiden,76
Rico,White Light Panorama,75
Yung Bans,Yung Bans,60
1998 Toyota Corolla,GINKO,33
Organized Chaos,Divulgence,100
Mohlao,Landforms,74
Dignan Porch,Haunt the Airwaves,0
The Chats,Get This In Ya,0
Ringo Sheena,Ni Shu Ru  ~Hang Kong Ju ~,36
Morning Musume.,15 Thank You Too,39
Day6,Moonrise,73
The Boyz,The First,72
Various Artists,Sounds of Sisso,83
Tentenko,Kiken na Anata,65
Bed-In,Tokyo,65
Sharif,Acariciado Mundo,97
Deathmarch,Dismember,83
Yullippe,Selfish&Anchor;,77
Further Reductions,Disparate Elements,84
Stas THEE Boss,Voices,0
emamouse,World Gazer,0
Minor Science,Absent Friends Vol. 2,0
Curtis Roach,Highly Caffeinated,63
Voyages,New Year's Day,70
Greg Saunier / Mary Halvorson / Ron Miles,New American Songbooks Volume 1,80
Theodor Bastard,Utopia,70
BB Eye,Headcheese Heartthrob,70
Nadir,The Sixth Extinction,84
Mr. Hong,Three Days Off,77
Miguel,War & Leisure,77
U2,Songs of Experience,60
Glassjaw,Material Control,71
Chris Stapleton,From A Room: Volume 2,75
Prurient,Rainbow Mirror,70
Nabihah Iqbal,Weighing of the Heart,69
Chief Keef,Dedication,66
Konstrukt & Keiji Haino,A Philosophy Warping Little By Little That Way Lies A Quagmire,79
Jake Paul,Litmas,6
Sex Pistols,Never Mind The Bollocks Here's The Sex Pistols [Reissue],95
Roy Wood$,Say Less,66
Alexandre Desplat,The Shape Of Water (Original Motion Picture Soundtrack),81
Neil Young & Promise of the Real,The Visitor,66
Van Morrison,Versatile,68
Teleman,Funf,73
Virginia Wing + XAM Duo,Tomorrow's Gift,80
Otto A. Totland,The Lost,79
The Faceless,In Becoming a Ghost,60
Morbid Angel,Kingdoms Disdained,68
Cindy Wilson,Change,71
Yasuaki Shimizu,Kakashi [Reissue],77
Rocheman,Rocheman,80
The Just Joans,You Might Be Smiling Now...,80
HAN,The Children,61
Booba,Trone,73
J-Walk,Limelight Nights,60
Nicholas Krgovich,In an Open Field,60
Ahnnu,Special Forces,73
Bahla,Imprints,75
The Eskies,And Don't Spare The Horses,78
STRFKR,Vault Vol. 3,64
Rain,My Life Ai ,48
Yehan Jehan,Expansions,75
Operator Misic Band,Coordination,70
Dead Fader,Jenny153,71
Azar Swan,Savage Exile,65
Euroz,Two Birds One Stone,74
LOFT,Three Settlements Four Ways,84
Tierracanto,Continente,70
Five Finger Death Punch,A Decade of Destruction,70
Heron Oblivion,The Chapel,75
Ella Fitzgerald,Ella At Zardi's (Live At Zardi's/1956),60
Evergreen,Aux Echos,76
Kaidi Tatham,Hard Times,74
Enzo Kaci,Boyhood,77
Eldamar,A Dark Forgotten Past,70
Posada E O Cla,Posada E O Cla:,56
Beak>,(Merry Xmas) Face The Future,75
Marching Church,Christmas on Earth,75
Midge Ure,Orchestrated,46
Vesce,Self Edit EP,75
Uncle Meg,Can't Stay The Same,40
Nilipek.,Dongu,80
Jess & The Ancient Ones,The Horse and Other Weird Tales,92
White Room,Eight (Double EP),75
Young Multi,Nowa Fala,20
Evilnox,Dark Passages of Winter,80
Andy Grammer,The Good Parts,50
The Dear Hunter,All Is As All Should Be,65
Hypnotic Brass Ensemble,Book of Sound,68
Lil Baby,Too Hard,70
Intervals,The Way Forward,70
Onyx Collective,Lower East Suite Part Two,70
Alien Stadium,Livin' in Elizabethan Times,75
Z-Ro,Codeine,76
Various Artists,Habibi Funk 007: An eclectic selection of music from the Arab world,76
Loke Rahbek & Frederik Valentin,Buy Corals Online,76
The Rolling Stones,On Air,80
Wilco,Being There [Deluxe Edition],88
Story Of The Year,Wolves,90
Danielle Bradbery,I Don't Believe We've Met,0
Izzy Miller & the Black Market Salesmen,American Times,0
Operation: Mindcrime,The New Reality,0
Tribal Seeds,Roots Party,0
Ovlov,Greatest Hits Vol. II,0
West End Motel,Bad With Names Good With Faces,0
RMFTM,Subversive III: De Spelende Mens,0
Big Country,We're Not in Kansas: Live Bootleg 93-98,0
Gizzle,30-0,0
Ha-Ash,30 de Febrero,0
Nuckin' Futs,Abyss,45
Wyclef Jean,Wyclef Jean Inspired By...,50
Nitin Sawhney,Live at Ronnie Scott's,60
Mike Dunn,My House From All Angles,63
Islaja,Tarrantulla,70
Chikiss,New Season,70
Flying Saucer Attack,In Search of Spaces [Reissue],75
Wilco,A.M. [Special Edition],75
Hans Chew,Open Sea,80
Rush,A Farewell to Kings (40th Anniversary Edition),80
Various Artists,Soul On Fire - The Detroit Soul Story 1957-77,90
Various Artists,Pantsula! The Rise Of Electronic Dance Music In South Africa 1988-1990,74
Creeper,Christmas,0
Superpitcher,The Golden Ravedays,68
Terre Thaemlitz,Deproduction,82
Tuyo,Pra Doer,72
Benny Mails,Aware The Mixtape,70
Palta,Universel,73
Vanligt Folk,Palle Bondo,0
Various Artists,Pelagic Records / Visions Magazine: MMXVIII,0
A2,Blue,70
TAICHI MUKAI,Blue,49
Sean Leon,C.C.W.M.T.T.,80
Cherrsee,Cherry Seeds,56
Hiroshi Fujiwara,slumbers,73
Virtual Self,Virtual Self,59
Silent Poets,SHINE feat. Hollie Cook,0
June Parker,We're Exactly Where We Are,90
Simple Affections,Simple Affections,71
Karl D'Silva,live at ENJOY 20.08.2010,68
Scrilla,FM2U,0
Various Artists,EXO3,76
Piero Umiliani,Grazie!,80
Blackbear,Cybersex,41
FoneZ,Oscilador,100
Reeko,La mala educacion,83
Of Silence And Sound,Fleeting Glimmers of the Endless Dream,72
Tugce Senogul,Golgelerine,50
Awkward Geisha,Sonnets for the Dead,0
Jassa,Incarnation Of The Higher Gnosis,0
Stanislav Tolkachev,There Is Almost No God EP,65
The Minus 5,Dear December,75
James Ferraro,Troll,80
Chino Amobi & Johnny Utterback,Live Rehearsal,70
Basement Saints,BOHEMIAN BOOGIE,0
Hayward Williams,Pretenders,88
Bjork,Utopia,78
Noel Gallagher's High Flying Birds,Who Built the Moon?,75
Sufjan Stevens,The Greatest Gift Mixtape - Outtakes Remixes & Demos from Carrie & Lowell,70
Hopsin,No Shame,55
Loreen,Ride,85
Fabolous & Jadakiss,Friday On Elm Street,62
Equiknoxx,Colon Man,78
Death Of Lovers,The Acrobat,71
Little Mix,Glory Days: The Platinum Edition,81
Melis,Parallels,74
Dizzy Wright,State of Mind 2,76
DRAM,#1HAPPYHOLIDAY,36
Matt Terry,Trouble,58
Moodoid,Reptile,81
Dave East & DJ Holiday,Karma,56
The Staves & yMusic,The Way Is Read,70
Overmono,Arla lll,74
Ceramic TL & Ipek Gorgun,Perfect Lung,77
!!!,Shake the Shut Up,45
Taake,Kong Vinter,62
Xenoula,Xenoula,69
BDY_PRTS,Fly Invisible Hero,70
Frank Turner,Songbook,80
Pete Rock,Lost Sessions,61
Boris,Live at Third Man Records,63
Makeup and Vanity Set,Syncro,71
Darius,Utopia,77
At The Drive-In,Diamante,53
1921,In My Veins,76
SECT,No Cure For Death,63
Kim Myhr,You | Me,80
Thantifaxath,Void Masquerading as Matter,80
Weird Al Yankovic,Squeeze Box: The Complete Works of 'Weird Al' Yankovic,82
Shawn Rudiman,Timespan,82
Robbie Williams,Under the Radar Vol 2,100
His Electro Blue Voice,Mental Hoop,60
Yombe,GOOOD,84
Almyrkvi,Umbra,70
Lucifer's Hammer,Victory Is Mine,85
Esben and the Witch,Live at Roadburn,75
Various Artists,Lost Library,77
George Green,On Our Own (EP),85
Mereki,Beach,70
Teengirl Fantasy,Lost Tracks Vol. 1,76
Talker,Battle Standards Remixes,85
Ingrid Witt,Everything Has to Be True,75
Danitsa,Ego,74
J.V. Lightbody,Inner Work,79
WILLOW BEATS,Be Kind To Yourself,75
Betamaxx,Archaic Science,80
Dom Kennedy & Hit-Boy,Courtesy of Half-A-Mil,71
Sare Havlicek,Softmachine,75
Lonely Band,True Lovers,100
Fito Paez,La Ciudad Liberada,65
Here Lies Man,Animal Noises,70
Sondre Lerche,Solo Pleasure,81
Drahla,Third Article,80
Sorxe,Matter & Void,80
Evilnox,Dark Times of War and Witchcraft,80
Edward Penfold,Denny Isle Drive,60
Prins Thomas,5,70
Ore,Belatedly,70
Flies+Flies,Spring,70
Elbow,The Best Of,80
Ramones,Rocket To Russia [40th Anniversary Deluxe Edition],95
Scorpions,Born To Touch Your Feelings - Best Of Rock Ballads,0
Justin Furstenfeld,Open Book Winter Album,0
Loch Vostok,Strife,0
Clap Your Hands Say Yeah,Some Loud Thunder [10th Anniversary Edition],0
GRMLN,Out of Disorder,0
Various Artists,The Orb Chronicles (20 Years of Shitkatapult),0
Mike Watt,Contemplating the Engine Room: Live in Long Beach '98 - Five Man Opera,0
The Big Moon,Acoustic,0
Steve Moore,Mayhem (Original Motion Picture Soundtrack),0
Darin,Tvillingen,0
Black Lips,This Sick Beat!,0
Suicide,First Rehearsal Tapes,0
Hello Skinny,Watermelon Sun,0
Gretchen,The Queen,0
Futuristic,What More Could You Ask for?,0
Ichon,Il suffit de le faire,0
TiRon & Ayomari,WET: The Wonderful Ego Trip,0
The KVB,Always Then (Revisited),0
August Rosenbaum,Vista,60
Darkhouse Family,The Offering,70
Dude York,Halftime for the Holidays,70
Eagles,Hotel California [40th Anniversary Expanded Edition],75
Gili Yalo,Gili Yalo,75
Legendry,Dungeon Crawler,76
Jay Glass Dubs,Dubs,78
Nick Garrie,The Moon & The Village,80
Chris Bell,The Complete Chris Bell,80
Various Artists,The Underground Sound of Glasgow,80
Vono,Dinner fur 2,80
Art Zoyd,44 1/2: Live and Unreleased Works,80
The Fall,The Fall - Singles 1978-2016,84
Zomby,Mercury's Rainbow,72
The Cowboys,3rd LP,74
Lotto,VV,65
Dua Lipa,New Rules (Initial Talk Remix),85
Icy Demons,Give Danks,0
Gobby,El Honko Mixed,75
Mick Jenkins,or more; the anxious,67
Car Crash Sisters,Sundance Sea,79
Pentagon,Demo_02,70
Boku No Lyric No Bouyomi,Fruits Decaying,73
Paul Rooney,Futile Exorcise,90
Friends,Petit Town,0
Katyusha,I Like Me,0
Girl Ray,(I Wish I Were Giving You a Gift) This Christmas,0
Krallice,Go Be Forgotten,84
KARD,You & Me,75
Inmigrantes,Maquinas de Amor,75
S U P E R F L A T supahuratsuto,Power Pop Grooves,53
Torn Hawk,Men With No Memory,65
Rexx Life Raj,Father Figure 2: Flourish,74
Desorquestra,Epifonia,64
The Body,A Home on Earth,72
Scopex,Scopex 98/00,96
Sonori,Sonori,0
ESPRIT Kong Xiang ,200% Electronica,77
Silent Whale Becomes Adeg Dream,Requiem,85
Phillip Broussard,Wavelength,97
UniversalDice,birth love hate death,0
Charlotte Gainsbourg,Rest,77
Tove Lo,Blue Lips,72
Jaden Smith,Syre,64
King Gizzard and the Lizard Wizard,Polygondwanaland,79
Baths,Romaplasm,77
Morrissey,Low in High School,54
Sharon Jones & the Dap-Kings,Soul of a Woman,83
Tame Impala,Currents B-Sides and Remixes,70
CyHi The Prynce,No Dope On Sundays,72
Red Velvet,Perfect Velvet,80
Paloma Faith,The Architect,60
The Body & Full of Hell,Ascending a Mountain of Heavy Light,77
Godflesh,Post Self,79
Talib Kweli,Radio Silence,76
Mavis Staples,If All I Was Was Black,76
OCS,Memory of a Cut Off Head,72
Sia,Everyday Is Christmas,56
GFOTY,GFOTYBUCKS,60
Aly & AJ,Ten Years,77
Electric Wizard,Wizard Bloody Wizard,68
Karine Polwart & Pippa Murphy,A Pocket of Wind Resistance,88
PnB Rock,Catch These Vibes,68
Terekke,Plant Age,82
Luna,Ostrov svobody,76
NxWorries,Yes Lawd! Remixes,74
Stalley,Tell the Truth: Shame the Devil,80
Etienne Daho,Blitz,71
Tame Impala,Currents Collectors Edition,83
Viva Brother,II,79
Gazelle Twin,Kingdom Come,74
Sharon Van Etten,(It Was) Because I Was In Love,76
Chaos Moon,Eschaton Memoire,80
Bitchin Bajas,Bajas Fresh,83
Green Day,Greatest Hits: God's Favorite Band,90
Pablo Alboran,Prometo,82
Iamsu!,Boss Up 4,54
MED Blu & Madlib,The Turn Up,72
DJ Lycox,Sonhos & Pesadelos,78
T-Pain,Oblivion,55
Karl Blau,Out Her Space,65
Fits,All Belief is Paradise,69
Peter Broderick,All Together Again,70
Gingerlys,Gingerlys,70
Joy Orbison,Selectors 004,81
31hours,Tell Me What You See,99
Lone Catalysts,Culture,74
Mo Troper,Exposure & Response,72
Tokio Myers,Our Generation,72
Jazz Band Mlynarski-Masecki,Noc w wielkim miescie,55
Iron Maiden,The Book of Souls: Live Chapter,70
Jon Brion,Lady Bird (Original Motion Picture Soundtrack),77
Aosoth,V: The Inside Scriptures,80
Bee Bee Sea,Sonic Boomerang,80
Anna Ternheim,All The Way To Rio,83
Cavalera Conspiracy,Psychosis,90
Chase Rice,Lambs & Lions,27
Tarja,From Spirits And Ghosts (Score For A Dark Christmas),23
Boubacar Traore,Dounia Tabolo,80
The Adicts,...And It Was So,65
Roses & Blue,Parachute,78
Bulow,Damaged Vol. 1,80
Tigertown,Warriors,70
Amanda Mair,To The Moon,75
Tim McGraw,The Rest Of Our Lives,73
Shaka Ponk,The Evol',85
Goldenloki,Largado Na Existencia,70
Vitor Brauer,O Anjo Azul,80
No Vacation,Intermission,76
Olivia O'Brien,It's Not That Deep,65
Horse Head Stetson,Nuclear Bomb Effects Computer,87
The Liminanas,Istanbul is Sleepy,75
Kap G,Mood,59
Ghost Atlas,All Is In Sync and There's Nothing Left to Sing,40
Alon Mor,Long Awaited Journey,45
Slow Meadow,Costero,80
Death Toll 80k,Step Down,63
John Zorn,The Hermetic Organ: Philharmonie de Paris,10
Polkadot Cadaver,Get Possessed,93
Priest,New Flesh,100
Emancipator,Baralku,79
Lau Nau,Poseidon,67
Obsequies,Organn,70
Coupler,Gifts From the Ebb Tide,71
Various Artists,Diggin In The Carts : A Collection Of Pioneering Japanese Video Game Music,76
Barenaked Ladies,Fake Nudes,80
Phinehas,Dark Flag,80
Kurupt FM,The Lost Tape,80
Swedish Death Candy,Swedish Death Candy,80
The 6ths,Wasps' Nests [Reissue],83
Conan,Man Is Myth - Early Demos,0
Various Artists,Bloodshot Records' 13 Days of Xmas,0
Negramaro,Amore che torni,0
Fieldy,Bassically,0
Martha High,Tribute To My Soul Sisters,0
GBH,Momentum,0
Droop-E,Trillionaire Thoughts,0
Over The Voids,Over the Voids,0
YLVA,M E T A,0
Julio De La Rosa,Hoy se celebra todo,0
Fire Is Motion,Still I Try,0
Dok2,Crazy,0
HTMLflowers,Chrome Halo,0
Mefjus,Fabriclive 95,0
Whitney Houston,I Wish You Love: More From the Bodyguard,40
Katharine McPhee,I Fall In Love Too Easily,60
The Obsessed,The Obsessed [Reissue],60
Bob Seger,I Knew You When,60
Sam Gendel,4444,70
Birthing Hips,Urge to Merge,70
The She's,All Female Rock and Roll Quartet,70
Philthy Rich,Sem God,72
Causa Sui,Vibraciones Doradas,74
Tammy Wynette,You And Me / Let's Get Together,74
Ed Askew,A Child In the Sun,80
Black Sabbath,The End (Live),80
The Doors,Strange Days [50th Anniversary Expanded Edition Remastered],90
Lunice & The Alchemist,Moving Parts,69
Mary's Restless Dream,Normal People,81
Moneybagg Yo & Nba Youngboy,Fed Baby's,74
Bjork,Mixmag Cover Mix,97
Ellen O,You/Sonata,73
Aaron Dilloway,Switches,55
Ali,Expand,61
Amarga Marga,Dimensiones,90
Chris Huelsbeck & Fabian Del Priore,Bubsy: The Woolies Strike Back!,0
Garden of Elks,Low Hearts,60
Emilio Aparacio Moog,Expansion Galactica,70
Pye Corner Audio,Island of Ghosts,68
Narkis,bv ndbr mt (Bo Nedaber Emet),70
Deluge Grander,Oceanarium,83
J.Lamotta,The Conscious Tree,75
Quattracenta,Quattracenta,75
The Hacker,Le Theatre Des Operations,66
Lovelyz,Fall In Lovelyz,65
The Necessaries,Event Horizon [Reissue],82
Claro Intelecto,Exhilarator,84
Scour,Red,55
Westside Gunn & MF Doom,Westside Doom,29
Black Swan Lane,Under My Fallen Sky,89
Nina Tormenta,Loza,81
Wanna One,1-1=0 (Nothing Without You),67
Nephilim's Howl,Through the Marrow of Human Suffering,70
Girlfriend Material,EP,68
Shittyoldshirt,Vomit Bubble,65
Ulver,Sic Transit Gloria Mundi,80
Milkavelli,Cult Member,70
Wicked Heads,Superheroes,0
Taylor Swift,reputation,68
Angel Olsen,Phases,78
Dillon,Kind,60
Yung Lean,Stranger,64
Sleigh Bells,Kid Kruschev,65
Evanescence,Synthesis,70
Tennis,We Can Die Happy,78
Greta Van Fleet,From The Fires,53
Call Super,Arpo,78
Quicksand,Interiors,78
Walk the Moon,What If Nothing,74
R.E.M.,Automatic for the People [25th Anniversary Edition],97
Gun Outfit,Out of Range,77
M.E.S.H.,Hesaitix,79
The Zephyr Bones,Secret Place,74
Petit Biscuit,Presence,76
Posse,Horse Blanket,76
Jesse Rutherford,&,74
Sampa The Great,Birds and the BEE9,75
Hiroshi Yoshimura,Music for Nine Postcards,86
Eluvium,Shuffle Drones,60
Teen Daze,Themes For A New Earth,75
Pauline Anna Strom,Trans-Millenia Music,80
Cam'ron,The Program,60
Spinning Coin,Permo,74
Metallica,Master of Puppets [Remastered Deluxe Box Set],95
Nadah El Shazly,Ahwar,76
Gregg Kowalsky,L'Orange L'Orange,74
Peter Oren,Anthropocene,75
Empire of The Sun,On Our Way Home,75
Shed Seven,Instant Pleasures,77
Exploded View,Summer Came Early,80
Husker Du,Savage Young Du,89
Tulipa Ruiz,Tu,71
Kindling,Hush,80
Vetusta Morla,Mismo Sitio Distinto Lugar,70
Honey Harper,Universal Country,76
Langhorne Slim,Lost at Last Vol. 1,50
Pnau,Changa,60
Hoops,Tapes #1-3,60
The Corrs,Jupiter Calling,63
Ivan Ave,Every Eye,67
Seal,Standards,70
Bed Wettin' Bad Boys,Rot,74
Ouri & Mind Bath,Ouri / Mind Bath,73
Toothgrinder,Phantom Amour,76
Mexican Institute of Sound,Disco Popular,79
Entheos,Dark Future,76
Bethlehem Steel,Party Naked Forever,80
BC Unidos,Bicycle,73
Ansome,British Steel,74
Sumie,Lost in Light,53
Novo Amor & Ed Tullett,Heiress,60
Whitney,Light Upon the Lake: Demo Recordings,65
Escape-ism,Introduction to Escapism,65
Mica Levi,Delete Beach,78
Dawn Wall,Problems EP,87
Yeah But No,Yeah But No,73
Mickey Hart,RAMU,70
Delorean,Mikel Laboa,75
Fever High,F.H.N.Y.,73
MOD SUN,BB,38
Bleachers,MTV Unplugged,65
Howard Hello,Election Year,76
Asthenia,Nucleation,72
Adia Victoria,Baby Blues EP,80
Threat Signal,Disconnect,74
Bruiser Queen,Heavy High,80
Power Animal,Good Wind Pt.1,91
Forever Pavot,LA PANTOUFLE,60
Antigama,Depressant,70
Dan Terminus,Automated Refrains,66
Barbara Opsomer,Je sors ce soir,55
Cloak,To Venomous Depths,78
Field Medic,Songs From the Sunroom,81
